InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
565067,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,6,8/31/2011 17:16,2.1,15856.0,United Kingdom
560433,22356,CHARLOTTE BAG PINK POLKADOT,3,7/18/2011 15:49,1.63,,United Kingdom
542898,22893,MINI CAKE STAND T-LIGHT HOLDER,12,2/1/2011 14:01,0.42,16110.0,United Kingdom
C538725,22680,FRENCH BLUE METAL DOOR SIGN 5,-20,12/14/2010 11:16,1.25,16955.0,United Kingdom
578281,22312,OFFICE MUG WARMER POLKADOT,5,11/23/2011 13:53,2.95,14099.0,United Kingdom
575602,20679,EDWARDIAN PARASOL RED,1,11/10/2011 12:27,5.95,17059.0,United Kingdom
562035,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,8/2/2011 9:29,0.65,12627.0,Germany
571747,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,10/19/2011 10:59,5.95,13849.0,United Kingdom
574298,22076,6 RIBBONS EMPIRE  ,2,11/3/2011 15:56,1.25,,United Kingdom
541789,22823,CHEST NATURAL WOOD 20 DRAWERS,3,1/21/2011 13:07,110.0,14088.0,United Kingdom
557322,21871,SAVE THE PLANET MUG,36,6/20/2011 9:04,1.25,17444.0,Canada
560773,22024,RAINY LADIES BIRTHDAY CARD,1,7/20/2011 16:17,0.83,,United Kingdom
538343,22312,OFFICE MUG WARMER POLKADOT,6,12/10/2010 14:29,2.95,13448.0,United Kingdom
555400,22660,DOORMAT I LOVE LONDON,6,6/2/2011 17:50,6.75,14088.0,United Kingdom
545080,84580,MOUSE TOY WITH PINK T-SHIRT,4,2/28/2011 10:33,3.75,13004.0,United Kingdom
544678,84429A,MEDIUM PINK BUDDHA HEAD ,1,2/22/2011 16:15,2.95,13077.0,United Kingdom
568050,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,9/23/2011 12:38,1.65,15901.0,United Kingdom
550458,21716,BOYS VINTAGE TIN SEASIDE BUCKET,3,4/18/2011 13:13,4.96,,United Kingdom
575875,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,11/11/2011 13:06,5.79,,United Kingdom
541421,47504H,ENGLISH ROSE SPIRIT LEVEL ,1,1/17/2011 17:44,3.29,,United Kingdom
542431,22457,NATURAL SLATE HEART CHALKBOARD ,6,1/28/2011 10:28,2.95,12853.0,United Kingdom
567928,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,9/22/2011 17:31,1.25,12380.0,Belgium
555853,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,6/7/2011 13:44,1.69,14375.0,United Kingdom
574170,23310,BUBBLEGUM RING ASSORTED,36,11/3/2011 11:43,0.42,16221.0,United Kingdom
543594,22247,BUNNY DECORATION MAGIC GARDEN,16,2/10/2011 12:15,0.85,18093.0,United Kingdom
547063,21871,SAVE THE PLANET MUG,12,3/20/2011 13:33,1.25,14769.0,United Kingdom
564718,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,8/28/2011 11:25,0.83,13301.0,United Kingdom
539079,21181,PLEASE ONE PERSON METAL SIGN,12,12/16/2010 8:39,2.1,17496.0,United Kingdom
575219,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,11/9/2011 11:17,2.55,17511.0,United Kingdom
570337,23527,ANIMALS AND NATURE WALL ART,6,10/10/2011 12:23,3.75,16688.0,United Kingdom
563613,23236,DOILEY STORAGE TIN,12,8/18/2011 8:49,2.89,12688.0,Israel
576840,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,11/16/2011 15:23,1.63,,United Kingdom
565246,22894,TABLECLOTH RED APPLES DESIGN ,2,9/2/2011 10:27,9.95,12408.0,Belgium
576833,22112,CHOCOLATE HOT WATER BOTTLE,6,11/16/2011 15:08,4.95,17434.0,United Kingdom
580115,23234,BISCUIT TIN VINTAGE CHRISTMAS,4,12/1/2011 16:22,5.79,,United Kingdom
568044,23263,SET OF 3 WOODEN HEART DECORATIONS,12,9/23/2011 12:10,1.25,15763.0,United Kingdom
547497,21742,LARGE ROUND WICKER PLATTER ,1,3/23/2011 12:15,5.95,14461.0,United Kingdom
575176,22699,ROSES REGENCY TEACUP AND SAUCER ,2,11/8/2011 18:29,5.79,,United Kingdom
549262,20749,ASSORTED COLOUR MINI CASES,1,4/7/2011 12:38,7.95,14465.0,United Kingdom
567507,22366,DOORMAT AIRMAIL ,1,9/20/2011 14:46,14.13,,United Kingdom
539089,22303,COFFEE MUG APPLES DESIGN,6,12/16/2010 9:46,2.55,15246.0,United Kingdom
581498,22308,TEA COSY BLUE STRIPE,2,12/9/2011 10:26,4.96,,United Kingdom
566195,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,9/9/2011 13:44,1.25,12433.0,Norway
557955,22295,HEART FILIGREE DOVE LARGE,12,6/23/2011 18:59,1.65,16175.0,United Kingdom
549586,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,4/11/2011 10:00,4.13,,United Kingdom
544208,21181,PLEASE ONE PERSON METAL SIGN,1,2/17/2011 10:34,4.13,,United Kingdom
537666,22534,MAGIC DRAWING SLATE SPACEBOY ,1,12/7/2010 18:36,0.85,,United Kingdom
552259,21781,MA CAMPAGNE CUTLERY BOX,3,5/8/2011 11:13,14.95,15796.0,United Kingdom
568198,23427,STOOL HOME SWEET HOME ,1,9/25/2011 14:52,12.5,16771.0,United Kingdom
561382,85231B,CINAMMON SET OF 9 T-LIGHTS,4,7/26/2011 17:27,0.85,16750.0,United Kingdom
579555,22189,CREAM HEART CARD HOLDER,1,11/30/2011 11:08,3.95,16241.0,United Kingdom
551007,21930,JUMBO STORAGE BAG SKULLS,1,4/26/2011 9:49,4.96,,United Kingdom
576840,22593,CHRISTMAS GINGHAM STAR,1,11/16/2011 15:23,1.63,,United Kingdom
560225,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,7/15/2011 16:27,2.46,,United Kingdom
541422,84569A,PACK 3 IRON ON DOG PATCHES,1,1/17/2011 17:48,0.83,,United Kingdom
578067,85179C,PINK BITTY LIGHT CHAIN,1,11/22/2011 15:43,2.46,,United Kingdom
555278,85087,CANDY SPOT CUSHION COVER,2,6/1/2011 17:33,3.29,,United Kingdom
551028,22156,HEART DECORATION WITH PEARLS ,12,4/26/2011 11:30,0.85,13842.0,United Kingdom
577052,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,11/17/2011 14:08,4.25,17397.0,United Kingdom
579286,23394,POSTE FRANCE CUSHION COVER,1,11/29/2011 10:57,3.75,17772.0,United Kingdom
577531,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,11/20/2011 13:58,8.29,,United Kingdom
562934,22231,JIGSAW TREE WITH BIRDHOUSE,1,8/10/2011 16:56,3.29,,United Kingdom
555739,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,6/7/2011 9:49,2.25,12380.0,Belgium
568564,21429,RED GINGHAM ROSE JEWELLERY BOX,4,9/27/2011 17:03,1.95,17576.0,United Kingdom
C550475,22064,PINK DOUGHNUT TRINKET POT ,-3,4/18/2011 13:59,1.45,13798.0,United Kingdom
544101,22483,RED GINGHAM TEDDY BEAR ,6,2/16/2011 10:32,2.95,16378.0,United Kingdom
573585,23000,TRAVEL CARD WALLET TRANSPORT,5,10/31/2011 14:41,0.83,,United Kingdom
557962,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,6/24/2011 9:22,1.65,13709.0,United Kingdom
578074,23101,SILVER STARS TABLE DECORATION,2,11/22/2011 16:06,0.83,17590.0,United Kingdom
538379,22398,MAGNETS PACK OF 4 SWALLOWS,1,12/12/2010 11:26,1.25,17126.0,United Kingdom
543358,47566B,TEA TIME PARTY BUNTING,2,2/7/2011 14:04,10.79,,United Kingdom
543273,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,2/6/2011 11:29,2.55,16456.0,United Kingdom
566787,72801d,4 SKY BLUE DINNER CANDLES,1,9/15/2011 10:31,2.46,,United Kingdom
550470,21519,GIN & TONIC DIET GREETING CARD ,2,4/18/2011 13:49,0.83,,United Kingdom
564483,21060,PARTY INVITES BALLOON GIRL,12,8/25/2011 13:46,0.85,14050.0,United Kingdom
549155,84991,60 TEATIME FAIRY CAKE CASES,1,4/6/2011 17:08,1.25,,United Kingdom
580619,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,12/5/2011 12:08,0.39,15053.0,United Kingdom
546304,22974,CHILDRENS DOLLY GIRL MUG,6,3/10/2011 15:52,1.65,14077.0,United Kingdom
573267,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,10/28/2011 12:44,1.65,,United Kingdom
551719,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,5/3/2011 16:09,1.63,,United Kingdom
579777,90161C,ANT COPPER LIME BOUDICCA BRACELET,1,11/30/2011 15:13,4.98,,United Kingdom
566923,22507,MEMO BOARD RETROSPOT  DESIGN,1,9/15/2011 15:05,4.95,15511.0,United Kingdom
577365,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,11/18/2011 16:19,4.15,17063.0,United Kingdom
568715,22028,PENNY FARTHING BIRTHDAY CARD,12,9/28/2011 16:07,0.42,17783.0,United Kingdom
572321,22077,6 RIBBONS RUSTIC CHARM,12,10/24/2011 8:59,1.95,15592.0,United Kingdom
C569974,23241,TREASURE TIN GYMKHANA DESIGN,-2,10/6/2011 19:24,2.08,14092.0,United Kingdom
580063,82583,HOT BATHS METAL SIGN,96,12/1/2011 13:29,2.39,17450.0,United Kingdom
568057,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,9/23/2011 12:56,3.29,,United Kingdom
537666,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,12/7/2010 18:36,5.06,,United Kingdom
563705,22120,WELCOME  WOODEN BLOCK LETTERS,3,8/18/2011 14:33,9.95,17736.0,United Kingdom
559109,21823,PAINTED METAL HEART WITH HOLLY BELL,1,7/6/2011 11:52,1.45,15021.0,United Kingdom
574915,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,11/7/2011 16:17,3.29,16779.0,United Kingdom
578016,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,11/22/2011 13:02,0.83,14506.0,United Kingdom
560097,21671,RED SPOT CERAMIC DRAWER KNOB,12,7/14/2011 17:40,1.25,13050.0,United Kingdom
543555,20725,LUNCH BAG RED RETROSPOT,10,2/10/2011 10:18,1.65,17686.0,United Kingdom
556529,POST,POSTAGE,4,6/13/2011 11:41,18.0,12714.0,France
580729,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,9,12/5/2011 17:24,0.83,,United Kingdom
574034,20961,STRAWBERRY BATH SPONGE ,2,11/2/2011 12:45,1.25,17841.0,United Kingdom
548715,85049E,SCANDINAVIAN REDS RIBBONS,4,4/3/2011 15:22,1.25,17758.0,United Kingdom
547903,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,3/28/2011 11:59,4.25,15039.0,United Kingdom
551561,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,5/3/2011 10:49,1.25,17422.0,United Kingdom
540354,85180A,RED HEARTS LIGHT CHAIN ,24,1/6/2011 14:58,1.25,13576.0,United Kingdom
547250,22280,POCKET BAG PINK PAISELY BROWN SPOT,1,3/22/2011 9:30,2.46,,United Kingdom
564840,15036,ASSORTED COLOURS SILK FAN,21,8/30/2011 12:49,1.63,,United Kingdom
554160,85024B,EAU DE NILE JEWELLED PHOTOFRAME,2,5/23/2011 11:49,1.65,17841.0,United Kingdom
547772,22860,EASTER TIN CHICKS PINK DAISY,2,3/25/2011 11:34,1.65,17979.0,United Kingdom
555406,90206A,GOLD DIAMANTE STAR BROOCH,2,6/2/2011 19:50,4.95,17231.0,United Kingdom
568327,23438, RED SPOT GIFT BAG LARGE,12,9/26/2011 14:02,1.25,15492.0,United Kingdom
578781,85049E,SCANDINAVIAN REDS RIBBONS,1,11/25/2011 11:54,1.25,15872.0,United Kingdom
537622,21533,RETROSPOT LARGE MILK JUG,4,12/7/2010 14:30,4.95,13173.0,United Kingdom
565231,20733,GOLD MINI TAPE MEASURE ,1,9/2/2011 9:26,0.83,,United Kingdom
559112,23322,LARGE WHITE HEART OF WICKER,4,7/6/2011 11:59,2.95,17315.0,United Kingdom
541708,21930,JUMBO STORAGE BAG SKULLS,10,1/21/2011 11:08,1.95,18223.0,United Kingdom
564381,84978,HANGING HEART JAR T-LIGHT HOLDER,72,8/25/2011 10:43,1.06,13000.0,United Kingdom
578074,23082,SET 6 PAPER TABLE LANTERN HEARTS ,2,11/22/2011 16:06,3.75,17590.0,United Kingdom
566912,23203,JUMBO BAG VINTAGE DOILY ,10,9/15/2011 14:05,2.08,14367.0,United Kingdom
547374,22514,CHILDS GARDEN SPADE BLUE,1,3/22/2011 13:54,2.1,16110.0,United Kingdom
541813,21314,SMALL GLASS HEART TRINKET POT,8,1/21/2011 15:36,2.1,18239.0,United Kingdom
538076,21872,GLAMOROUS  MUG,2,12/9/2010 14:15,1.25,15311.0,United Kingdom
565233,90129F,RED GLASS TASSLE BAG CHARM,2,9/2/2011 9:34,1.63,,United Kingdom
542633,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,1/31/2011 10:31,8.29,,United Kingdom
560225,22668,PINK BABY BUNTING,2,7/15/2011 16:27,5.79,,United Kingdom
565854,21564,PINK  HEART SHAPE LOVE BUCKET ,6,9/7/2011 13:22,2.95,12490.0,France
542713,37500,TEA TIME TEAPOT IN GIFT BOX,2,1/31/2011 13:27,9.95,12668.0,Germany
543020,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2/2/2011 14:29,12.75,15005.0,United Kingdom
561054,35810A,ENAMEL PINK COFFEE CONTAINER,48,7/24/2011 13:13,0.83,18229.0,United Kingdom
536627,21756,BATH BUILDING BLOCK WORD,3,12/2/2010 10:53,5.95,15658.0,United Kingdom
566787,21181,PLEASE ONE PERSON METAL SIGN,1,9/15/2011 10:31,4.13,,United Kingdom
539451,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,12/17/2010 16:59,4.21,,United Kingdom
579283,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,11/29/2011 10:45,2.95,13883.0,United Kingdom
566731,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,9/14/2011 13:37,2.95,17883.0,United Kingdom
569842,23284,DOORMAT KEEP CALM AND COME IN,10,10/6/2011 13:28,7.08,13426.0,United Kingdom
544153,20723,STRAWBERRY CHARLOTTE BAG,7,2/16/2011 12:11,0.85,15356.0,United Kingdom
558116,22025,RING OF ROSES BIRTHDAY CARD,1,6/27/2011 9:11,0.83,,United Kingdom
550339,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,4,4/17/2011 15:40,4.95,17697.0,United Kingdom
537208,22041,"RECORD FRAME 7"" SINGLE SIZE ",2,12/5/2010 15:12,2.55,15889.0,United Kingdom
544459,21703,BAG 125g SWIRLY MARBLES,48,2/20/2011 13:52,0.42,17838.0,United Kingdom
546136,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,3/9/2011 16:32,2.92,,United Kingdom
575075,22726,ALARM CLOCK BAKELIKE GREEN,2,11/8/2011 13:19,3.75,13975.0,United Kingdom
567236,22809,SET OF 6 T-LIGHTS SANTA,6,9/19/2011 11:33,2.95,14735.0,United Kingdom
542607,22191,IVORY DINER WALL CLOCK,1,1/30/2011 13:48,8.5,13148.0,United Kingdom
553148,47599B,BLUE PARTY BAGS ,6,5/13/2011 14:09,2.1,,Hong Kong
561079,22818,CARD CHRISTMAS VILLAGE,24,7/24/2011 16:12,0.42,13956.0,United Kingdom
559018,20793,BLUE TILED TRAY,1,7/5/2011 13:07,6.75,18203.0,United Kingdom
559905,23163,REGENCY SUGAR TONGS,4,7/13/2011 13:27,2.49,15311.0,United Kingdom
548461,21239,PINK  POLKADOT CUP,2,3/31/2011 12:08,0.85,14527.0,United Kingdom
575851,23378,PACK OF 12 50'S CHRISTMAS TISSUES,1,11/11/2011 12:13,0.39,14662.0,United Kingdom
557942,47599A,PINK PARTY BAGS,6,6/23/2011 16:02,2.1,13725.0,United Kingdom
540410,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/7/2011 10:04,1.65,12530.0,Germany
576618,23077,DOUGHNUT LIP GLOSS ,1,11/15/2011 17:00,2.46,,United Kingdom
559337,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,7/7/2011 16:27,1.25,,United Kingdom
540418,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,1/7/2011 11:04,2.51,,United Kingdom
579777,22515,CHILDS GARDEN SPADE PINK,3,11/30/2011 15:13,4.13,,United Kingdom
544928,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2/24/2011 18:07,2.46,,United Kingdom
575139,23691,WRAP KEEP CALM BIRTHDAY,25,11/8/2011 15:26,0.42,16863.0,United Kingdom
550974,23076,ICE CREAM SUNDAE LIP GLOSS,24,4/21/2011 17:10,1.25,13862.0,United Kingdom
579558,21217,RED RETROSPOT ROUND CAKE TINS,2,11/30/2011 11:24,9.95,14755.0,United Kingdom
539042,20713,JUMBO BAG OWLS,10,12/15/2010 15:37,1.95,15062.0,United Kingdom
553388,23298,SPOTTY BUNTING,3,5/16/2011 16:36,4.95,15910.0,United Kingdom
568158,22847,BREAD BIN DINER STYLE IVORY,2,9/25/2011 12:22,16.95,16133.0,United Kingdom
537265,84509B,SET OF 4 FAIRY CAKE PLACEMATS,2,12/6/2010 11:26,3.75,15919.0,United Kingdom
536592,22190,LOCAL CAFE MUG,3,12/1/2010 17:06,2.51,,United Kingdom
570672,22489,PACK OF 12 TRADITIONAL CRAYONS,24,10/11/2011 14:52,0.42,12536.0,France
571909,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,10/19/2011 15:08,1.65,15006.0,United Kingdom
548952,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,2,4/5/2011 10:46,2.95,15572.0,United Kingdom
572295,84510C,SET OF 4 POLKADOT COASTERS,2,10/23/2011 13:49,1.25,16686.0,United Kingdom
558263,23020,GLASS SONGBIRD STORAGE JAR,8,6/28/2011 8:50,11.15,14646.0,Netherlands
553658,22969,HOMEMADE JAM SCENTED CANDLES,12,5/18/2011 11:42,1.45,16818.0,United Kingdom
538855,21739,COSY SLIPPER SHOES SMALL GREEN,6,12/14/2010 13:50,2.95,16503.0,United Kingdom
542103,16225,RATTLE SNAKE EGGS,12,1/25/2011 13:26,1.25,13198.0,United Kingdom
578301,21314,SMALL GLASS HEART TRINKET POT,8,11/23/2011 15:14,2.1,17034.0,United Kingdom
565584,23252,VINTAGE RED ENAMEL TRIM JUG ,4,9/5/2011 13:10,3.75,14243.0,United Kingdom
555847,22112,CHOCOLATE HOT WATER BOTTLE,3,6/7/2011 13:27,4.95,14880.0,United Kingdom
542230,21586,KINGS CHOICE GIANT TUBE MATCHES,12,1/26/2011 13:38,2.1,17389.0,United Kingdom
576840,22981,PANTRY APPLE CORER,1,11/16/2011 15:23,2.92,,United Kingdom
570179,22560,TRADITIONAL MODELLING CLAY,24,10/7/2011 14:27,1.25,17509.0,United Kingdom
568797,23343,JUMBO BAG VINTAGE CHRISTMAS ,100,9/29/2011 10:22,1.75,13694.0,United Kingdom
547842,35241,ENAMEL BLUE RIM BISCUIT BIN,3,3/27/2011 11:14,4.95,13875.0,United Kingdom
552543,22434,BALLOON PUMP WITH 10 BALLOONS,16,5/10/2011 10:22,1.95,12399.0,Belgium
537434,22570,FELTCRAFT CUSHION RABBIT,2,12/6/2010 16:57,7.62,,United Kingdom
567196,22555,PLASTERS IN TIN STRONGMAN,12,9/19/2011 10:09,1.65,12379.0,Belgium
577782,22754,SMALL RED BABUSHKA NOTEBOOK ,1,11/21/2011 16:17,0.85,16549.0,United Kingdom
537050,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,12/5/2010 11:10,2.1,14800.0,United Kingdom
556932,23088,ZINC HEART FLOWER T-LIGHT HOLDER,1,6/15/2011 15:41,2.46,,United Kingdom
558864,21790,VINTAGE SNAP CARDS,12,7/4/2011 12:38,0.85,,EIRE
544815,22421,LIPSTICK PEN FUSCHIA,12,2/23/2011 16:37,0.42,17171.0,United Kingdom
571554,20677,PINK POLKADOT BOWL,3,10/18/2011 9:13,2.46,,United Kingdom
566621,84946,ANTIQUE SILVER T-LIGHT GLASS,24,9/14/2011 9:22,1.25,15845.0,United Kingdom
562273,21115,ROSE CARAVAN DOORSTOP,2,8/4/2011 9:55,6.75,12502.0,Spain
562161,21906,PHARMACIE FIRST AID TIN,1,8/3/2011 11:58,6.75,17841.0,United Kingdom
537131,22082,RIBBON REEL STRIPES DESIGN ,5,12/5/2010 12:26,1.65,15716.0,United Kingdom
536613,22044,CHRISTMAS CARD STACK OF PRESENTS,12,12/2/2010 9:44,0.42,17855.0,United Kingdom
572076,23129,HEART SHAPED HOLLY WREATH,4,10/20/2011 14:01,4.15,13761.0,United Kingdom
537638,21001,ROSE DU SUD WASHBAG ,1,12/7/2010 15:28,4.21,,United Kingdom
572703,22966,GINGERBREAD MAN COOKIE CUTTER,2,10/25/2011 14:35,1.25,16110.0,United Kingdom
568101,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,9/23/2011 15:21,0.55,15978.0,United Kingdom
542634,84378,SET OF 3 HEART COOKIE CUTTERS,12,1/31/2011 10:42,1.25,15448.0,United Kingdom
C557663,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,6/21/2011 17:59,1.25,,EIRE
548608,21714,CITRONELLA CANDLE GARDEN POT,12,4/1/2011 11:20,1.25,13462.0,United Kingdom
568044,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,9/23/2011 12:10,8.25,15763.0,United Kingdom
579332,84946,ANTIQUE SILVER T-LIGHT GLASS,24,11/29/2011 11:41,1.25,14408.0,United Kingdom
578816,23503,PLAYING CARDS KEEP CALM & CARRY ON,60,11/25/2011 13:44,1.25,14111.0,United Kingdom
564216,21086,SET/6 RED SPOTTY PAPER CUPS,12,8/24/2011 9:23,0.65,12642.0,Germany
570001,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,10/7/2011 9:10,2.89,14427.0,United Kingdom
577861,22457,NATURAL SLATE HEART CHALKBOARD ,6,11/22/2011 11:28,2.95,13924.0,United Kingdom
541489,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,1/18/2011 13:38,2.55,15023.0,United Kingdom
538108,21803,CHRISTMAS TREE STAR DECORATION,36,12/9/2010 15:23,0.42,17456.0,United Kingdom
544074,85049G,CHOCOLATE BOX RIBBONS ,4,2/15/2011 14:49,1.25,14156.0,EIRE
541602,22467,GUMBALL COAT RACK,4,1/19/2011 17:17,2.55,17231.0,United Kingdom
561055,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,480,7/24/2011 13:14,0.42,16684.0,United Kingdom
541980,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,1/24/2011 15:09,2.95,12421.0,Spain
550152,21533,RETROSPOT LARGE MILK JUG,1,4/14/2011 14:43,4.95,17362.0,United Kingdom
567909,23336,EGG FRYING PAN PINK ,6,9/22/2011 16:53,2.08,13012.0,United Kingdom
539595,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,12/20/2010 13:43,2.51,,United Kingdom
541969,21993,FLORAL FOLK STATIONERY SET,10,1/24/2011 13:46,2.46,,United Kingdom
580615,22962,JAM JAR WITH PINK LID,12,12/5/2011 12:05,0.85,16873.0,United Kingdom
540968,22149,FELTCRAFT 6 FLOWER FRIENDS,3,1/12/2011 13:40,2.1,17338.0,United Kingdom
545895,22195,LARGE HEART MEASURING SPOONS,1,3/7/2011 17:14,3.29,,United Kingdom
552662,22385,JUMBO BAG SPACEBOY DESIGN,1,5/10/2011 15:04,4.13,,United Kingdom
577142,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,11/18/2011 9:19,2.55,13985.0,United Kingdom
543371,20657,TROPICAL LUGGAGE TAG,2,2/7/2011 14:53,1.25,14048.0,United Kingdom
581146,22633,HAND WARMER UNION JACK,2,12/7/2011 13:53,2.1,17602.0,United Kingdom
560433,22956,36 FOIL HEART CAKE CASES,3,7/18/2011 15:49,2.46,,United Kingdom
560539,84992,72 SWEETHEART FAIRY CAKE CASES,48,7/19/2011 12:19,0.55,16745.0,United Kingdom
554950,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/27/2011 14:48,2.08,14227.0,United Kingdom
578094,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,11/22/2011 17:23,3.95,16261.0,United Kingdom
576840,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,11/16/2011 15:23,0.83,,United Kingdom
562608,22986,WRAP GINGHAM ROSE ,25,8/8/2011 11:45,0.42,15502.0,United Kingdom
561774,23203,JUMBO BAG DOILEY PATTERNS,3,7/29/2011 12:41,2.08,16729.0,United Kingdom
538255,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,12/10/2010 12:33,3.75,14911.0,EIRE
544645,22654,DELUXE SEWING KIT ,24,2/22/2011 11:58,5.95,16843.0,United Kingdom
560385,21218,RED SPOTTY BISCUIT TIN,1,7/18/2011 12:53,3.75,14583.0,United Kingdom
544177,47566,PARTY BUNTING,100,2/16/2011 14:27,4.15,13001.0,United Kingdom
561371,21224,SET/4 SKULL BADGES,1,7/26/2011 16:25,0.83,,United Kingdom
580541,22150,3 STRIPEY MICE FELTCRAFT,6,12/5/2011 9:03,1.95,15358.0,United Kingdom
539718,22835,HOT WATER BOTTLE I AM SO POORLY,1,12/21/2010 13:06,9.32,,United Kingdom
567462,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,9/20/2011 12:35,2.89,14446.0,United Kingdom
568094,22470,HEART OF WICKER LARGE,6,9/23/2011 14:43,2.95,15807.0,United Kingdom
544646,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2/22/2011 12:06,1.95,17075.0,United Kingdom
576224,21993,FLORAL FOLK STATIONERY SET,12,11/14/2011 13:08,1.25,15458.0,United Kingdom
554126,23079,TOADSTOOL BEDSIDE LIGHT ,2,5/23/2011 9:14,8.95,12431.0,Australia
541219,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2,1/14/2011 14:06,2.08,,United Kingdom
555865,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,6/7/2011 14:30,7.9,14530.0,United Kingdom
544278,22652,TRAVEL SEWING KIT,10,2/17/2011 12:01,1.65,15382.0,United Kingdom
565475,71459,HANGING JAM JAR T-LIGHT HOLDER,96,9/5/2011 10:47,0.72,14156.0,EIRE
571899,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,10/19/2011 14:22,0.39,16885.0,United Kingdom
552694,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,5/10/2011 15:25,8.5,12749.0,United Kingdom
548404,23159,SET OF 5 PANCAKE DAY MAGNETS,12,3/31/2011 9:38,2.08,16398.0,United Kingdom
564974,22422,TOOTHPASTE TUBE PEN,1,8/31/2011 15:32,1.25,,United Kingdom
558564,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,6/30/2011 13:45,2.89,14057.0,United Kingdom
538807,21260,FIRST AID TIN,1,12/14/2010 12:06,3.25,17194.0,United Kingdom
573330,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,10/30/2011 11:22,4.15,16923.0,United Kingdom
581168,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",6,12/7/2011 14:52,3.95,16779.0,United Kingdom
572866,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,4,10/26/2011 13:07,2.08,15005.0,United Kingdom
572300,23252,VINTAGE RED ENAMEL TRIM JUG ,1,10/23/2011 14:40,3.75,18005.0,United Kingdom
